Shipment ID,Origin,Destination,Shipment Date,Estimated Delivery Date,Actual Delivery Date,Shipment Status,Carrier Name,Mode of Transportation,Product ID,Product Name,Weight (kg),Dimensions (LxWxH cm),Special Handling Instructions,Customer ID,Customer Region,Preferred Delivery Times,Cat ID,Cat Name,Breed,Age (Years),Health Certificate Status,Behavioral Notes,Route ID,Intermediate Stops,Distance Covered (km),Delay Reasons,Cost of Shipment (PHP),Carbon Emissions (kg CO2)
SHP-PH1532,Pet Store Davao,Customer Home Davao,2024-11-24,2024-11-10,2024-11-19,Delivered,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1532,Davao,Evening,CAT-PH1532,Pusa,Puspin,4,Up-to-date,Shy,RT-PH1532,"Makati, Taguig",306,Traffic,1393,34
SHP-PH1533,Warehouse Cebu,Customer Home Pasig,2024-11-03,2024-11-16,2024-11-11,In-transit,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1533,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1533,"Makati, Taguig",1002,Customs,1347,60
SHP-PH1534,Shelter Manila,Cat Café Makati,2024-11-03,2024-11-11,2024-11-05,Delivered,J&T Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Handle with Care,CUST-PH1534,Davao,Morning,CAT-PH1534,Mittens,Siamese,4,Up-to-date,Shy,RT-PH1534,Davao City Hub,1380,None,881,55
SHP-PH1535,Shelter Manila,Cat Café Manila,2024-11-21,2024-11-26,2024-11-25,Delivered,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1535,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1535,Davao City Hub,678,Traffic,1502,58
SHP-PH1536,Warehouse Bacolod,Customer Home Davao,2024-11-23,2024-11-18,2024-11-23,Delayed,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1536,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1536,Clark Airport,680,Technical Issue,1866,21
SHP-PH1537,Pet Store Davao,Cat Café Makati,2024-11-08,2024-11-28,2024-11-23,Delivered,LBC Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1537,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1537,"Naga, Talisay",130,None,1255,83
SHP-PH1538,Warehouse Bacolod,Cat Café Makati,2024-11-23,2024-11-11,2024-11-22,Delivered,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1538,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1538,Cebu City Airport,405,Weather,1121,60
SHP-PH1539,Warehouse Cebu,Cat Café Makati,2024-11-23,2024-11-08,2024-11-24,Delivered,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1539,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1539,Davao City Hub,311,None,827,59
SHP-PH1540,Shelter Quezon City,Customer Home Pasig,2024-11-05,2024-11-10,2024-11-29,In-transit,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1540,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1540,Clark Airport,1151,Weather,244,9
SHP-PH1541,Pet Store Davao,Cat Café Cebu,2024-11-03,2024-11-08,2024-11-30,Delayed,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1541,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1541,"Makati, Taguig",476,Technical Issue,1284,23
SHP-PH1542,Pet Store Davao,Cat Café Manila,2024-11-20,2024-11-06,2024-11-16,Delivered,J&T Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1542,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1542,Cebu City Airport,1205,None,332,56
SHP-PH1543,Shelter Quezon City,Cat Café Makati,2024-11-06,2024-11-04,2024-11-02,Delivered,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Live Animal,CUST-PH1543,Davao,Evening,CAT-PH1543,Bunso,Puspin,1,Up-to-date,Shy,RT-PH1543,"Makati, Taguig",1432,Customs,760,54
SHP-PH1544,Warehouse Cebu,Customer Home Pasig,2024-11-27,2024-11-13,2024-11-04,Delivered,Pet Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1544,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1544,Davao City Hub,115,None,1798,2
SHP-PH1545,Warehouse Bacolod,Customer Home Pasig,2024-11-03,2024-11-06,2024-11-16,In-transit,LBC Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1545,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1545,Clark Airport,1424,Customs,1659,3
SHP-PH1546,Warehouse Bacolod,Customer Home Pasig,2024-11-13,2024-11-21,2024-11-12,In-transit,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1546,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1546,"Makati, Taguig",602,None,1340,34
SHP-PH1547,Shelter Quezon City,Customer Home Pasig,2024-11-23,2024-11-06,2024-11-09,Delayed,PawLogistics,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1547,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1547,Davao City Hub,1488,Technical Issue,505,8
SHP-PH1548,Pet Store Davao,Customer Home Pasig,2024-11-16,2024-11-11,2024-11-22,Delivered,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1548,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1548,"Naga, Talisay",1232,Weather,1666,6
SHP-PH1549,Shelter Quezon City,Customer Home Davao,2024-11-11,2024-11-02,2024-11-13,In-transit,Pet Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1549,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1549,Davao City Hub,196,Technical Issue,1105,13
SHP-PH1550,Warehouse Bacolod,Cat Café Manila,2024-11-08,2024-11-21,2024-11-16,Delayed,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1550,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1550,Davao City Hub,459,Customs,342,30
SHP-PH1551,Shelter Manila,Cat Café Cebu,2024-11-05,2024-11-12,2024-11-10,Delayed,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1551,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1551,Clark Airport,1145,Customs,1834,45
SHP-PH1552,Shelter Quezon City,Cat Café Makati,2024-11-12,2024-11-02,2024-11-14,In-transit,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1552,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1552,"Makati, Taguig",969,Technical Issue,1527,2
SHP-PH1553,Shelter Manila,Cat Café Makati,2024-11-24,2024-11-28,2024-11-16,Delayed,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1553,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1553,"Naga, Talisay",912,Technical Issue,1970,81
SHP-PH1554,Shelter Quezon City,Customer Home Davao,2024-11-18,2024-11-24,2024-11-11,Delayed,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1554,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1554,Clark Airport,627,None,582,57
SHP-PH1555,Pet Store Davao,Cat Café Makati,2024-11-28,2024-11-26,2024-11-07,In-transit,LBC Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1555,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1555,Clark Airport,898,Customs,839,5
SHP-PH1556,Shelter Quezon City,Cat Café Cebu,2024-11-21,2024-11-06,2024-11-29,Delivered,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1556,Cebu,Afternoon,CAT-PH1556,Mittens,Puspin,5,Up-to-date,Shy,RT-PH1556,"Makati, Taguig",1012,Technical Issue,593,85
SHP-PH1557,Shelter Manila,Customer Home Davao,2024-11-07,2024-11-11,2024-11-30,Delayed,LBC Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1557,Iloilo,Afternoon,CAT-PH1557,Muning,Puspin,1,Up-to-date,Playful,RT-PH1557,"Naga, Talisay",1257,Customs,1454,4
SHP-PH1558,Warehouse Cebu,Cat Café Cebu,2024-11-09,2024-11-04,2024-11-28,Delayed,Grab Pet Transport,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Fragile,CUST-PH1558,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1558,Clark Airport,251,Traffic,737,20
SHP-PH1559,Warehouse Cebu,Customer Home Pasig,2024-11-15,2024-11-02,2024-11-08,In-transit,LBC Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1559,Iloilo,Evening,CAT-PH1559,Pusa,Maine Coon,3,Up-to-date,Playful,RT-PH1559,Davao City Hub,919,Customs,1026,97
SHP-PH1560,Pet Store Davao,Customer Home Davao,2024-11-13,2024-11-16,2024-11-27,In-transit,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1560,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1560,Clark Airport,271,None,1453,68
SHP-PH1561,Shelter Quezon City,Customer Home Pasig,2024-11-11,2024-11-24,2024-11-26,Delayed,Grab Pet Transport,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1561,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1561,"Makati, Taguig",1482,Weather,1457,47
SHP-PH1562,Warehouse Bacolod,Cat Café Cebu,2024-11-03,2024-11-09,2024-11-08,Delivered,Grab Pet Transport,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1562,Iloilo,Morning,CAT-PH1562,Muning,Maine Coon,5,Up-to-date,Shy,RT-PH1562,"Makati, Taguig",1071,Traffic,1208,70
SHP-PH1563,Shelter Manila,Customer Home Davao,2024-11-10,2024-11-07,2024-11-23,Delivered,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Live Animal,CUST-PH1563,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1563,"Naga, Talisay",689,Technical Issue,249,99
SHP-PH1564,Shelter Manila,Cat Café Makati,2024-11-19,2024-11-24,2024-11-26,Delayed,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,None,CUST-PH1564,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1564,Clark Airport,1424,None,613,88
SHP-PH1565,Warehouse Bacolod,Customer Home Pasig,2024-11-28,2024-11-28,2024-11-25,Delivered,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1565,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1565,"Makati, Taguig",154,Customs,1183,62
SHP-PH1566,Pet Store Davao,Cat Café Makati,2024-11-11,2024-11-07,2024-11-30,Delivered,PawLogistics,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1566,Metro Manila,Evening,CAT-PH1566,Mittens,Maine Coon,2,Up-to-date,Playful,RT-PH1566,Davao City Hub,451,Technical Issue,1334,52
SHP-PH1567,Warehouse Cebu,Cat Café Manila,2024-11-09,2024-11-23,2024-11-09,In-transit,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1567,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1567,"Naga, Talisay",1067,Customs,210,92
SHP-PH1568,Warehouse Bacolod,Cat Café Cebu,2024-11-18,2024-11-15,2024-11-12,Delayed,J&T Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1568,Davao,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1568,"Naga, Talisay",21,Customs,943,51
SHP-PH1569,Warehouse Cebu,Customer Home Davao,2024-11-23,2024-11-16,2024-11-21,Delayed,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1569,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1569,Clark Airport,153,Weather,1942,33
SHP-PH1570,Shelter Quezon City,Cat Café Cebu,2024-11-01,2024-11-04,2024-11-25,Delayed,PawLogistics,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1570,Davao,Evening,CAT-PH1570,Muning,Persian,4,Up-to-date,Playful,RT-PH1570,Clark Airport,980,Weather,1620,71
SHP-PH1571,Shelter Quezon City,Cat Café Cebu,2024-11-27,2024-11-16,2024-11-17,In-transit,Grab Pet Transport,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1571,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1571,"Naga, Talisay",675,Traffic,537,40
SHP-PH1572,Warehouse Bacolod,Cat Café Makati,2024-11-12,2024-11-20,2024-11-16,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Live Animal,CUST-PH1572,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1572,Davao City Hub,522,Technical Issue,916,74
SHP-PH1573,Shelter Manila,Cat Café Manila,2024-11-07,2024-11-05,2024-11-05,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1573,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1573,Clark Airport,982,Customs,1737,2
SHP-PH1574,Shelter Manila,Cat Café Makati,2024-11-16,2024-11-20,2024-11-19,In-transit,PawLogistics,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1574,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1574,Clark Airport,422,Technical Issue,616,24
SHP-PH1575,Warehouse Bacolod,Customer Home Pasig,2024-11-19,2024-11-26,2024-11-17,Delivered,LBC Express,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1575,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1575,Cebu City Airport,623,Weather,601,70
SHP-PH1576,Warehouse Cebu,Cat Café Cebu,2024-11-04,2024-11-25,2024-11-29,Delivered,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1576,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1576,"Naga, Talisay",520,Technical Issue,1570,41
SHP-PH1577,Pet Store Davao,Cat Café Cebu,2024-11-27,2024-11-23,2024-11-05,Delayed,Grab Pet Transport,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Fragile,CUST-PH1577,Metro Manila,Morning,CAT-PH1577,Bunso,Siamese,5,Up-to-date,Playful,RT-PH1577,Cebu City Airport,983,Weather,1451,82
SHP-PH1578,Pet Store Davao,Cat Café Cebu,2024-11-11,2024-11-24,2024-11-10,In-transit,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1578,Metro Manila,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1578,"Naga, Talisay",311,Technical Issue,1394,25
SHP-PH1579,Shelter Quezon City,Customer Home Pasig,2024-11-30,2024-11-14,2024-11-12,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1579,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1579,Cebu City Airport,641,Customs,701,4
SHP-PH1580,Warehouse Cebu,Cat Café Manila,2024-11-11,2024-11-27,2024-11-03,Delayed,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1580,Davao,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1580,"Naga, Talisay",588,Weather,1134,20
SHP-PH1581,Warehouse Bacolod,Cat Café Cebu,2024-11-23,2024-11-06,2024-11-04,In-transit,PawLogistics,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1581,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1581,Cebu City Airport,885,Customs,768,5
SHP-PH1582,Warehouse Cebu,Cat Café Makati,2024-11-29,2024-11-10,2024-11-17,In-transit,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1582,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1582,Cebu City Airport,252,Traffic,813,91
SHP-PH1583,Shelter Quezon City,Cat Café Manila,2024-11-13,2024-11-28,2024-11-04,Delayed,PawLogistics,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1583,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1583,Davao City Hub,1099,Traffic,1176,3
SHP-PH1584,Pet Store Davao,Cat Café Manila,2024-11-16,2024-11-26,2024-11-16,In-transit,Grab Pet Transport,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1584,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1584,Davao City Hub,1415,Traffic,1901,10
SHP-PH1585,Shelter Quezon City,Customer Home Pasig,2024-11-21,2024-11-29,2024-11-11,In-transit,Pet Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Fragile,CUST-PH1585,Metro Manila,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1585,"Makati, Taguig",920,Weather,208,70
SHP-PH1586,Warehouse Cebu,Customer Home Pasig,2024-11-22,2024-11-17,2024-11-10,Delayed,LBC Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Fragile,CUST-PH1586,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1586,Davao City Hub,818,Customs,312,14
SHP-PH1587,Shelter Quezon City,Cat Café Cebu,2024-11-07,2024-11-25,2024-11-15,In-transit,LBC Express,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Handle with Care,CUST-PH1587,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1587,Clark Airport,341,None,1741,24
SHP-PH1588,Shelter Quezon City,Cat Café Makati,2024-11-15,2024-11-06,2024-11-25,Delayed,Grab Pet Transport,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1588,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1588,Davao City Hub,528,None,1649,58
SHP-PH1589,Shelter Manila,Cat Café Makati,2024-11-06,2024-11-19,2024-11-13,Delayed,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1589,Metro Manila,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1589,Cebu City Airport,185,Customs,1140,52
SHP-PH1590,Shelter Quezon City,Cat Café Makati,2024-11-17,2024-11-15,2024-11-14,Delivered,Pet Express,Air,CAT-LIT-003,Cat Litter,8.0,45x35x25,Live Animal,CUST-PH1590,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1590,"Naga, Talisay",199,None,1932,85
SHP-PH1591,Pet Store Davao,Cat Café Makati,2024-11-15,2024-11-18,2024-11-30,Delivered,PawLogistics,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1591,Bacolod,Morning,CAT-PH1591,Mittens,Maine Coon,5,Up-to-date,Playful,RT-PH1591,"Makati, Taguig",913,Customs,1075,79
SHP-PH1592,Shelter Quezon City,Customer Home Pasig,2024-11-29,2024-11-22,2024-11-17,In-transit,J&T Express,Air,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1592,Bacolod,Morning,CAT-PH1592,Bunso,Persian,4,Up-to-date,Playful,RT-PH1592,Cebu City Airport,408,Customs,467,81
SHP-PH1593,Warehouse Bacolod,Customer Home Davao,2024-11-08,2024-11-26,2024-11-17,Delayed,Pet Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,None,CUST-PH1593,Iloilo,Evening,CAT-PH1593,Mittens,Persian,1,Up-to-date,Calm,RT-PH1593,"Makati, Taguig",1349,Traffic,246,20
SHP-PH1594,Warehouse Cebu,Customer Home Davao,2024-11-17,2024-11-13,2024-11-05,In-transit,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1594,Cebu,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1594,"Naga, Talisay",1046,Customs,920,68
SHP-PH1595,Warehouse Cebu,Customer Home Pasig,2024-11-13,2024-11-13,2024-11-13,Delayed,LBC Express,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,Keep Dry,CUST-PH1595,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1595,Cebu City Airport,125,None,236,84
SHP-PH1596,Warehouse Bacolod,Cat Café Cebu,2024-11-13,2024-11-19,2024-11-29,Delayed,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Fragile,CUST-PH1596,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1596,Clark Airport,994,Traffic,1155,42
SHP-PH1597,Warehouse Bacolod,Cat Café Manila,2024-11-27,2024-11-04,2024-11-29,In-transit,Grab Pet Transport,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,None,CUST-PH1597,Bacolod,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1597,Clark Airport,787,Weather,280,78
SHP-PH1598,Shelter Manila,Cat Café Manila,2024-11-07,2024-11-06,2024-11-29,In-transit,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1598,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1598,Cebu City Airport,1483,Traffic,485,72
SHP-PH1599,Shelter Manila,Cat Café Makati,2024-11-10,2024-11-13,2024-11-27,Delivered,J&T Express,Road,LIVE-CAT-004,Live Cat,4.0,35x35x35,Keep Dry,CUST-PH1599,Davao,Evening,CAT-PH1599,Mittens,Persian,3,Up-to-date,Shy,RT-PH1599,"Makati, Taguig",752,None,974,37
SHP-PH1600,Shelter Quezon City,Cat Café Makati,2024-11-22,2024-11-24,2024-11-15,Delayed,J&T Express,Air,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1600,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1600,Davao City Hub,322,Traffic,301,59
SHP-PH1601,Warehouse Bacolod,Cat Café Manila,2024-11-28,2024-11-07,2024-11-27,Delivered,LBC Express,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Keep Dry,CUST-PH1601,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1601,Davao City Hub,1311,Customs,1571,23
SHP-PH1602,Warehouse Bacolod,Customer Home Pasig,2024-11-04,2024-11-12,2024-11-25,In-transit,Grab Pet Transport,Road,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1602,Iloilo,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1602,Davao City Hub,952,Weather,1546,56
SHP-PH1603,Warehouse Cebu,Cat Café Manila,2024-11-06,2024-11-14,2024-11-25,In-transit,LBC Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,None,CUST-PH1603,Davao,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1603,Cebu City Airport,688,Technical Issue,1373,49
SHP-PH1604,Warehouse Bacolod,Customer Home Davao,2024-11-29,2024-11-07,2024-11-25,Delivered,J&T Express,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Keep Dry,CUST-PH1604,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1604,"Naga, Talisay",542,Traffic,1184,95
SHP-PH1605,Warehouse Bacolod,Cat Café Manila,2024-11-13,2024-11-18,2024-11-19,Delayed,J&T Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1605,Cebu,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1605,Davao City Hub,55,Traffic,1833,90
SHP-PH1606,Pet Store Davao,Cat Café Cebu,2024-11-04,2024-11-27,2024-11-03,Delayed,Pet Express,Road,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Handle with Care,CUST-PH1606,Iloilo,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1606,Davao City Hub,477,Weather,1833,89
SHP-PH1607,Warehouse Cebu,Customer Home Davao,2024-11-05,2024-11-02,2024-11-03,Delayed,PawLogistics,Air,CAT-TOY-001,Catnip Toy,0.3,12x6x6,None,CUST-PH1607,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1607,Cebu City Airport,1293,Customs,686,94
SHP-PH1608,Shelter Manila,Customer Home Pasig,2024-11-22,2024-11-16,2024-11-28,Delayed,PawLogistics,Air,CAT-SCRATCH-005,Cat Scratcher,3.5,50x40x20,Keep Dry,CUST-PH1608,Bacolod,Afternoon,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1608,Clark Airport,643,Weather,1291,38
SHP-PH1609,Pet Store Davao,Cat Café Cebu,2024-11-11,2024-11-18,2024-11-08,Delayed,PawLogistics,Road,CAT-LIT-003,Cat Litter,8.0,45x35x25,Handle with Care,CUST-PH1609,Cebu,Morning,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1609,Clark Airport,1466,None,1760,76
SHP-PH1610,Shelter Quezon City,Cat Café Manila,2024-11-14,2024-11-27,2024-11-05,Delivered,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Live Animal,CUST-PH1610,Iloilo,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1610,"Naga, Talisay",98,Traffic,1839,51
SHP-PH1611,Pet Store Davao,Cat Café Makati,2024-11-24,2024-11-10,2024-11-23,In-transit,PawLogistics,Road,CAT-FOOD-002,Premium Cat Food,5.0,40x20x15,Handle with Care,CUST-PH1611,Bacolod,Evening,N/A,N/A,N/A,N/A,N/A,N/A,RT-PH1611,"Makati, Taguig",242,Traffic,820,23
